order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original,generated_problem_english
20,264268,79623,49354,88039,1,0,1,8735,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,8735,46303,,2 x 2 x 5,0,,8,8.0,Find the prime factorization of 20.
21,276996,79623,52143,91467,1,1,1,7406,tutor,fill_in_1,8120,12309,57,MasterySection,6928,84.0,Prime Number,35135,1357,0,4,7406,46303,,3x2x2,0,,3,3.0,Find the prime factorization of 12.
1,264268,64525,52147,91471,1,0,1,101248,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,101248,46303,,3x3x2,0,,1,1.0,Find the prime factorization of 18.
2,270581,64525,49339,88024,1,0,1,9805,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,9805,46303,,3x3x2,0,,2,2.0,Find the prime factorization of 18.
3,277537,64525,49376,88061,1,1,1,4169,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,4169,46303,,2 x 2 x 5,0,,9,9.0,Find the prime factorization of 20.
4,277537,64525,49387,88072,1,1,1,19539,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,19539,46303,,7x2x2,0,,5,5.0,Find the prime factorization of 28.
5,264268,64525,49321,88006,1,1,1,104254,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,104254,46303,,7x3x2,0,,1,1.0,Find the prime factorization of 42.
6,264268,64525,49403,88088,1,0,1,4042,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,4042,46303,,5x3x2,0,,19,19.0,Find the prime factorization of 30.
7,274903,64525,52150,91474,1,0,1,53641,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,53641,46303,,2x2x5,0,,1,1.0,Find the prime factorization of 20.
8,264268,64525,49303,87988,1,1,1,9314,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9314,46303,,2 x 3 x 5,0,,9,9.0,Find the prime factorization of 30.
9,276006,64525,49370,88055,1,1,1,15380,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,4,15380,46303,,5x3x2,0,,2,2.0,Find the prime factorization of 30.
10,264268,64525,52143,91467,1,1,1,38260,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,38260,46303,,2 x 2 x 3,0,,1,1.0,Find the prime factorization of 12.
11,270581,64525,49338,88023,1,0,2,58498,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,2,4,200155,46303,,6*2,0,0.0,1,1.0,Find the prime factorization of 12.
12,264268,64525,49379,88064,1,1,1,11159,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11159,46303,,3x6,0,,7,7.0,Find the prime factorization of 18.
13,277537,64525,49375,88060,1,1,1,5046,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,5046,46303,,2x2x3,0,,4,4.0,Find the prime factorization of 12.
14,264268,64525,49283,87968,1,1,1,57133,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,57133,46303,,2 x3 x 5,0,,1,1.0,Find the prime factorization of 30.
15,274903,64525,49321,88006,1,1,1,22515,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,22515,46303,,7 x 3 x 2,0,,6,6.0,Find the prime factorization of 42.
16,270581,64525,52146,91470,1,0,1,4781,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,4781,46303,,2x3x2,0,,4,4.0,Find the prime factorization of 12.
17,270581,64525,49381,88066,1,1,1,57493,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,57493,46303,,3x7x2,0,,4,4.0,Find the prime factorization of 42.
18,274903,64525,49297,87982,1,1,1,32703,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,32703,46303,,7 x 2 x 2,0,,7,7.0,Find the prime factorization of 28.
19,277537,64525,49397,88082,1,1,1,7686,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7686,46303,,7 x 2 x 2,0,,3,3.0,Find the prime factorization of 28.
20,274903,64525,49295,87980,1,1,1,34235,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,34235,46303,,2x2x3,0,,5,5.0,Find the prime factorization of 12.
21,274903,64525,49400,88085,1,1,1,42492,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,42492,46303,,2x3x5,0,,3,3.0,Find the prime factorization of 30.
22,276006,64525,49396,88081,1,0,1,24786,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,4,24786,46303,,2x5x2,0,,3,3.0,Find the prime factorization of 20.
1,270581,70677,49337,88022,1,1,1,181193,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,181193,46303,,7x2x2,0,,1,1.0,Find the prime factorization of 28.
2,277537,70677,49397,88082,1,1,1,7686,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7686,46303,,7 x 2 x 2,0,,3,3.0,Find the prime factorization of 28.
3,274903,70677,49316,88001,1,1,1,9448,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,9448,46303,,2x2x5,0,,4,4.0,Find the prime factorization of 20.
4,284565,70677,49401,88086,1,1,1,27609,tutor,fill_in_1,6928,13976,7,MasterySection,6928,84.0,Prime Number,65109,5117,0,4,27609,46303,,2 x 3 x 7,0,,1,1.0,Find the prime factorization of 42.
5,264268,70677,49298,87983,1,0,1,44676,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,44676,46303,,2 x 2 x 3,0,,1,1.0,Find the prime factorization of 12.
6,277537,70677,49399,88084,1,1,2,105352,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,119929,46303,,2*3*3,0,,1,1.0,Find the prime factorization of 18.
7,264268,70677,49379,88064,1,1,1,11159,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11159,46303,,3x6,0,,7,7.0,Find the prime factorization of 18.
8,264268,70677,49392,88077,1,1,1,8363,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,8363,46303,,2x2x5,0,,2,2.0,Find the prime factorization of 20.
9,270581,70677,49271,87956,1,1,1,23369,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,23369,46303,,3x2x2,0,,4,4.0,Find the prime factorization of 12.
10,270581,70677,49319,88004,1,0,1,31769,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,31769,46303,,3x2x3,0,,3,3.0,Find the prime factorization of 18.
11,274496,70677,49316,88001,1,1,1,8000,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,8000,46303,,2x2x5,0,,7,7.0,Find the prime factorization of 20.
12,277537,70677,49281,87966,1,1,2,26442,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,43359,46303,,7 x 6,0,,5,5.0,Find the prime factorization of 42.
13,264268,70677,49376,88061,1,0,1,17944,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,17944,46303,,2x2x5,0,,3,3.0,Find the prime factorization of 20.
14,277537,70677,49295,87980,1,1,1,61411,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,61411,46303,,3x2x2,0,,1,1.0,Find the prime factorization of 12.
15,264268,70677,49370,88055,1,1,1,22038,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,22038,46303,,6x5,0,,24,24.0,Find the prime factorization of 30.
16,264268,70677,49374,88059,1,1,1,7165,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7165,46303,,2x2x2,0,,6,6.0,Find the prime factorization of 8.
17,277537,70677,49295,87980,1,1,1,15187,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,15187,46303,,2x3x2,0,,9,9.0,Find the prime factorization of 12.
18,264268,70677,49299,87984,1,1,1,39811,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,39811,46303,,2x3x3,0,,5,5.0,Find the prime factorization of 18.
19,270581,70677,49274,87959,1,1,1,19591,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,19591,46303,,2x2x5,0,,6,6.0,Find the prime factorization of 20.
20,264268,70677,49375,88060,1,1,1,15406,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,15406,46303,,2x2x3,0,,8,8.0,Find the prime factorization of 12.
21,276996,70677,52143,91467,1,1,1,7406,tutor,fill_in_1,8120,12309,57,MasterySection,6928,84.0,Prime Number,35135,1357,0,4,7406,46303,,3x2x2,0,,3,3.0,Find the prime factorization of 12.
1,276996,71831,49365,88050,1,0,1,6733,tutor,fill_in_1,8120,12309,57,MasterySection,6928,84.0,Prime Number,35135,1357,0,4,6733,46303,,3x2x2,0,,5,5.0,Find the prime factorization of 12.
2,274903,71831,49397,88082,1,0,1,7201,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,7201,46303,,7x2x2,0,,6,6.0,Find the prime factorization of 28.
3,270581,71831,49380,88065,1,1,1,36407,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,36407,46303,,5 x 2 x 3,0,,1,1.0,Find the prime factorization of 30.
4,264268,71831,49367,88052,1,0,1,5759,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,5759,46303,,7x4,0,,7,7.0,Find the prime factorization of 28.
5,277537,71831,49351,88036,1,1,1,35724,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,35724,46303,,2x2x3,0,,1,1.0,Find the prime factorization of 12.
6,277537,71831,49277,87962,1,0,1,29658,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,29658,46303,,7x2x2,0,,5,5.0,Find the prime factorization of 28.
7,274903,71831,49282,87967,1,1,1,14795,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,14795,46303,,5x2x2,0,,3,3.0,Find the prime factorization of 20.
8,270581,71831,49396,88081,1,1,1,7453,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7453,46303,,5x2x2,0,,5,5.0,Find the prime factorization of 20.
9,264268,71831,49371,88056,1,0,1,27330,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,27330,46303,,2x3x7,0,,3,3.0,Find the prime factorization of 42.
10,277537,71831,49335,88020,1,0,2,20920,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,75480,46303,,3x3x2,0,,5,5.0,Find the prime factorization of 18.
11,277537,71831,49380,88065,1,1,1,20890,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,20890,46303,,5x2x3,0,,4,4.0,Find the prime factorization of 30.
12,264268,71831,49298,87983,1,0,1,11463,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11463,46303,,2x3x3,0,,6,6.0,Find the prime factorization of 18.
13,270581,71831,49380,88065,1,1,1,36407,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,36407,46303,,5 x 2 x 3,0,,1,1.0,Find the prime factorization of 30.
14,264268,71831,49295,87980,1,0,1,55894,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,55894,46303,,2 x 3 x 3,0,,1,1.0,Find the prime factorization of 18.
15,264268,71831,49400,88085,1,1,1,7656,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7656,46303,,2x15,0,,2,2.0,Find the prime factorization of 30.
16,274496,71831,49369,88054,1,1,1,17723,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,17723,46303,,3x3x2,0,,1,1.0,Find the prime factorization of 18.
17,274496,71831,49318,88003,1,1,1,9273,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,8,9273,46303,,3x2x2,0,,4,4.0,Find the prime factorization of 12.
18,264268,71831,52151,91475,1,1,1,9072,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9072,46303,,2x3x5,0,,17,17.0,Find the prime factorization of 30.
19,276006,71831,49396,88081,1,1,1,24786,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,4,24786,46303,,2x5x2,0,,3,3.0,Find the prime factorization of 20.
1,270581,79738,49319,88004,1,0,1,31769,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,31769,46303,,3x2x3,0,,3,3.0,Find the prime factorization of 18.
2,264268,79738,49374,88059,1,0,1,13320,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,13320,46303,,2x2x2,0,,19,19.0,Find the prime factorization of 8.
3,270581,79738,49372,88057,1,1,1,32125,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,32125,46303,,2x2x5,0,,1,1.0,Find the prime factorization of 20.
4,274903,79738,49316,88001,1,0,1,27639,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,27639,46303,,5 x 2 x 2,0,,2,2.0,Find the prime factorization of 20.
5,264268,79738,49278,87963,1,0,1,11821,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11821,46303,,6x2,0,,11,11.0,Find the prime factorization of 12.
6,277537,79738,49359,88044,1,1,1,13924,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,13924,46303,,3x3x2,0,,8,8.0,Find the prime factorization of 18.
7,274903,79738,49317,88002,1,0,1,194470,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,194470,46303,,7x2x2,0,,1,1.0,Find the prime factorization of 28.
8,264268,79738,49383,88068,1,0,1,20005,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,20005,46303,,2x3x5,0,,8,8.0,Find the prime factorization of 30.
9,264268,79738,49388,88073,1,0,1,12935,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,12935,46303,,2x3x3,0,,7,7.0,Find the prime factorization of 18.
10,274903,79738,49339,88024,1,1,4,21657,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,1,4,180339,46303,,11 x 11 x 5,0,0.0,1,1.0,Find the prime factorization of 605.
